,"Active Status","Type","Item","Description","Sales Tax Code","Account","COGS Account","Asset Account","Accumulated Depreciation","Purchase Description","Quantity On Hand","Cost","Preferred Vendor","Tax Agency","Price","Reorder Pt (Min)","MPN"
,"Active","Inventory Part","NT2300F","2300 MAH  NIMH FLAT","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"2300 MAH  NIMH FLAT",-24,0.00,"JINDA",,2.25,"","NT2300F"
,"Active","Inventory Part","NT5/4AAA","5/4AAA NIMH 850MAH","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"5/4AAA NIMH 850MAH",-4,0.99,"EVERGREEN",,4.95,"","NT5/4AAA"
,"Active","Inventory Part","OF2PK","ORIOLE 2 REM FRAME PK","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"ORIOLE 2 REM FRAME PK",-1,0.80,"CO-WORLD",,3.20,"","OF2PK"
,"Active","Inventory Part","ORIOLE","ORIOLE CLEAR","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"ORIOLE CLEAR",-67,1.98,"CO-WORLD",,11.49,"","ORIOLE"
,"Active","Inventory Part","ORIOLE2BK","BLACK FRAME/ SMOKE LENS","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"BLACK FRAME/ SMOKE LENS",-1,0.00,"CO-WORLD",,0.00,"","ORIOLE2BK"
,"Active","Inventory Part","ORIOLE2BK-OF2RD","BLACK, RED FRAME/ SMOKE LENS","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"BLACK, RED FRAME/ SMOKE LENS",-2,0.00,"CO-WORLD",,0.00,"","ORIOLE2BK-OF2RD"
,"Active","Inventory Part","ORIOLE2SM","ORIOLE 2 BK W/SM LENS","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"ORIOLE 2 BK W/SM LENS",-1,4.95,"CO-WORLD",,19.80,"","ORIOLE2SM"
,"Active","Inventory Part","ORIOLE2WH-OF2BK","ORIOLE WHITE W/ BK LENS","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"ORIOLE WHITE W/ BK LENS",-12,1.98,"CO-WORLD",,10.00,"","ORIOLE2WH-OF2BK"
,"Active","Inventory Part","ORIOLE2WHSM","ORIOLE  2 WH  W/SM","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"ORIOLE  2 WH  W/SM",-1,4.95,"CO-WORLD",,19.80,"","ORIOLE2WHSM"
,"Active","Inventory Part","ORIOLEBL","ORIOLE  W/ BLUE LENSES","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"ORIOLE  W/ BLUE LENSES",-8,1.98,"CO-WORLD",,9.99,"","ORIOLEBL"
,"Active","Inventory Part","ORIOLEDM","ORIOLE DRIVING MIRROR","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"ORIOLE DRIVING MIRROR",-14,2.30,"CO-WORLD",,16.95,"","ORIOLEDM"
,"Active","Inventory Part","ORIOLEFL","BIRDZ FLAME CL","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"BIRDZ FLAME CL",-5,2.19,"CO-WORLD",,13.75,"","ORIOLEFL"
,"Active","Inventory Part","ORIOLEFLBL","ORIOLE FLAME/ BL LENS","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"ORIOLE FLAME/ BL LENS",-3,2.09,"CO-WORLD",,13.75,"","ORIOLEFLBL"
,"Active","Inventory Part","ORIOLEFLSM","ORIOLE FLAME SMOKED","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"ORIOLE FLAME SMOKED",-4,2.19,"CO-WORLD",,13.75,"","ORIOLEFLSM"
,"Active","Inventory Part","ORIOLEFLYL","ORIOLE FLAME YELLOW","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"ORIOLE FLAME YELLOW",-1,2.09,"CO-WORLD",,13.75,"","ORIOLEFLYL"
,"Active","Inventory Part","ORIOLEPHOTO","BK/  PHOTOCHROMIC LENS","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"BK/  PHOTOCHROMIC LENS",-7,9.60,"CO-WORLD",,29.95,"","ORIOLEPHOTO"
,"Active","Inventory Part","ORIOLEPOLAR","ORIOLE SM POLARIZED","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"ORIOLE SM POLARIZED",-36,3.50,"CO-WORLD",,19.95,"","ORIOLEPOLAR"
,"Active","Inventory Part","ORIOLESD","ORIOLE SUPER DARK","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"ORIOLE SUPER DARK",-53,2.10,"CO-WORLD",,16.99,"","ORIOLESD"
,"Active","Inventory Part","ORIOLESM","ORIOLE W/SMOKE LENSES","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"ORIOLE W/SMOKE LENSES",-122,1.98,"CO-WORLD",,10.00,"","ORIOLESM"
,"Active","Inventory Part","ORIOLEWHSM","ORIOLE WHITE W/ SM","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"ORIOLE WHITE W/ SM",-11,1.98,"CO-WORLD",,10.00,"","ORIOLEWHSM"
,"Active","Inventory Part","ORIOLEWHTBL","ORIOLE  WHT  W/BL  LENS","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"ORIOLE  WHT  W/BL  LENS",-1,1.98,"CO-WORLD",,10.00,"","ORIOLEWHTBL"
,"Active","Inventory Part","ORIOLEWHTCL","ORIOLE  WHT  W/CL LENS","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"ORIOLE  WHT  W/CL LENS",-22,1.98,"CO-WORLD",,10.00,"","ORIOLEWHTCL"
,"Active","Inventory Part","ORIOLEWHTYL","ORIOLE   WHT  W/YL LENS","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"ORIOLE   WHT  W/YL LENS",-3,1.88,"CO-WORLD",,10.00,"","ORIOLEWHTYL"
,"Active","Inventory Part","ORIOLEYL","ORIOLE W/ YELLOW LENS","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"ORIOLE W/ YELLOW LENS",-38,1.98,"CO-WORLD",,11.95,"","ORIOLEYL"
,"Active","Inventory Part","ORSF305","ORANGE MINI MASSAGER","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"ORANGE MINI MASSAGER",-3,3.00,"KAGE",,20.00,"","ORSF305"
,"Active","Inventory Part","OSTRICHBKYL","BLACK W/YL LENS","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"BLACK W/YL LENS",-1,2.00,"BIRDZ",,4.00,"","OSTRICHBKYL"
,"Active","Inventory Part","OUTFITTER24","OUTFITTER 24 YL TO SM","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"OUTFITTER 24 YL TO SM",-13,25.20,"GLOBAL VISION",,55.99,"","OUTFITTER24"
,"Active","Inventory Part","OUTFITTER24CLSM","OUTFITTER  24  CL  TO  SM","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"OUTFITTER  24  CL  TO  SM",-4,25.20,"GLOBAL VISION",,55.99,"","OUTFITTER24CLSM"
,"Active","Inventory Part","OUTFITTERCLAF","OUTFITTER CLEAR AF","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"OUTFITTER CLEAR AF",-77,4.17,"GLOBAL VISION",,24.95,"","OUTFITTERCLAF"
,"Active","Inventory Part","OUTFITTERSMAF","OUTFITTER SMOKE ANTI","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"OUTFITTER SMOKE ANTI",-80,4.17,"GLOBAL VISION",,24.95,"","OUTFITTERSMAF"
,"Active","Inventory Part","OUTFITTERYTAF","OUTFITTER  YELLOW TINT","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"OUTFITTER  YELLOW TINT",-13,8.33,"GLOBAL VISION",,24.95,"","OUTFITTERYTAF"
,"Active","Inventory Part","OWL","OWL GOGGLE KIT","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"OWL GOGGLE KIT",-7,5.30,"BIRDZ",,23.50,"","OWL"
,"Active","Inventory Part","OXYWHTSM","OXYGEN WHITE W/ SMOKE LENS","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"OXYGEN WHITE W/ SMOKE LENS",0,7.80,"GLOBAL VISION",,15.60,"","OXYWHTSM"
,"Active","Inventory Part","PARACL","PARAGON CLEAR","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"PARAGON CLEAR",-1,5.00,"GLOBAL VISION",,15.60,"","PARACL"
,"Active","Inventory Part","PARASD","PARAGON/DISCONTINUED","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"PARAGON/DISCONTINUED",-48,2.20,"GLOBAL VISION",,7.80,"","PARASD"
,"Active","Inventory Part","PARASM","PARAGON W/ SMOKE LENS","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"PARAGON W/ SMOKE LENS",18,6.00,"GLOBAL VISION",,7.80,"","PARASM"
,"Active","Inventory Part","PARAYT","PARAGON YELLOW TINT","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"PARAGON YELLOW TINT",18,6.00,"GLOBAL VISION",,18.72,"","PARAYT"
,"Active","Inventory Part","PATRIOTBKCL1.5","PATRIOT BK W/ CL 1.5","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"PATRIOT BK W/ CL 1.5",-2,5.20,"AMBER",,0.00,"","PATRIOTBKCL1.5"
,"Active","Inventory Part","PATRIOTBKCL2.0","PATRIOT BK W/ CL 2.0","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"PATRIOT BK W/ CL 2.0",-2,5.20,"AMBER",,0.00,"","PATRIOTBKCL2.0"
,"Active","Inventory Part","PATRIOTBKSM1.5","PATRIOT  BK  W/  SM  1.5","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"PATRIOT  BK  W/  SM  1.5",-2,5.20,"AMBER",,0.00,"","PATRIOTBKSM1.5"
,"Active","Inventory Part","PATRIOTBKSM2.0","PATRIOT BK W/ SM 2.0","Tax","47900 · Sales","50000 · Cost of Goods Sold","12100 · Inventory Asset",0.00,"PATRIOT BK W/ SM 2.0",-2,5.20,"AMBER",,0.00,"","PATRIOTBKSM2.0"
